DATE,CPIAUCSL
1948-09-18,24.337977854231415
1948-09-19,24.336522767981517
1948-09-20,24.334987598650365
1948-09-21,24.333362502697234
1948-09-22,24.331637636581412
1948-09-23,24.32980315676219
1948-09-24,24.327849219698845
1948-09-25,24.32576598185067
1948-09-26,24.32354359967694
1948-09-27,24.32117222963694
1948-09-28,24.318642028189963
1948-09-29,24.31594315179529
1948-09-30,24.31306575691221
1948-10-01,24.31
1948-10-02,24.306739131485546
1948-10-03,24.303288777666168
1948-10-04,24.299657658806748
1948-10-05,24.2958544951722
1948-10-06,24.291888007027428
1948-10-07,24.28776691463733
1948-10-08,24.283499938266818
1948-10-09,24.279095798180798
1948-10-10,24.27456321464416
1948-10-11,24.269910907921822
1948-10-12,24.265147598278684
1948-10-13,24.26028200597965
1948-10-14,24.25532285128962
1948-10-15,24.250278854473503
1948-10-16,24.245158735796203
1948-10-17,24.23997121552262
1948-10-18,24.23472501391766
1948-10-19,24.229428851246233
1948-10-20,24.22409144777323
1948-10-21,24.21872152376357
1948-10-22,24.213327799482144
1948-10-23,24.207918995193864
1948-10-24,24.202503831163636
1948-10-25,24.197091027656356
1948-10-26,24.191689304936933
1948-10-27,24.18630738327027
1948-10-28,24.18095398292127
1948-10-29,24.17563782415484
1948-10-30,24.170367627235883
1948-10-31,24.165152112429304
1948-11-01,24.16
1948-11-02,24.154918966833385
1948-11-03,24.14991251629686
1948-11-04,24.14498310837834
1948-11-05,24.14013320306573
1948-11-06,24.135365260346934
1948-11-07,24.13068174020987
1948-11-08,24.12608510264244
1948-11-09,24.121577807632548
1948-11-10,24.117162315168112
1948-11-11,24.112841085237037
1948-11-12,24.108616577827224
1948-11-13,24.104491252926596
1948-11-14,24.100467570523048
1948-11-15,24.096547990604495
1948-11-16,24.09273497315884
1948-11-17,24.08903097817401
1948-11-18,24.085438465637885
1948-11-19,24.081959895538386
1948-11-20,24.07859772786343
1948-11-21,24.075354422600913
1948-11-22,24.072232439738748
1948-11-23,24.069234239264844
1948-11-24,24.06636228116711
1948-11-25,24.06361902543345
1948-11-26,24.061006932051782
1948-11-27,24.058528461010003
1948-11-28,24.05618607229603
1948-11-29,24.053982225897762
1948-11-30,24.051919381803117
1948-12-01,24.05
1948-12-02,24.048224355985877
1948-12-03,24.046583987296454
1948-12-04,24.04506824697699
1948-12-05,24.043666488072745
1948-12-06,24.042368063628984
1948-12-07,24.041162326690976
1948-12-08,24.040038630303975
1948-12-09,24.03898632751324
1948-12-10,24.03799477136404
1948-12-11,24.037053314901637
1948-12-12,24.03615131117129
1948-12-13,24.03527811321826
1948-12-14,24.03442307408782
1948-12-15,24.03357554682521
1948-12-16,24.032724884475716
1948-12-17,24.031860440084586
1948-12-18,24.030971566697087
1948-12-19,24.030047617358477
1948-12-20,24.02907794511402
1948-12-21,24.028051903008986
1948-12-22,24.026958844088625
1948-12-23,24.025788121398204
1948-12-24,24.024529087982987
1948-12-25,24.023171096888237
1948-12-26,24.021703501159212
1948-12-27,24.020115653841177
1948-12-28,24.01839690797939
1948-12-29,24.01653661661912
1948-12-30,24.014524132805622
1948-12-31,24.01234880958416
1949-01-01,24.01
1949-01-02,24.007470982851753
1949-01-03,24.004770739951432
1949-01-04,24.001912178864398
1949-01-05,23.998908207156017
1949-01-06,23.995771732391656
1949-01-07,23.99251566213667
1949-01-08,23.989152903956434
1949-01-09,23.985696365416302
1949-01-10,23.982158954081644
1949-01-11,23.978553577517825
1949-01-12,23.974893143290203
1949-01-13,23.971190558964143
1949-01-14,23.967458732105012
1949-01-15,23.963710570278174
1949-01-16,23.959958981048988
1949-01-17,23.95621687198282
